,risk_score,anomaly_score_raw,anomaly_score,risk_category,detailed_risk
0,10.328407484593772,0.14972112337081506,1,Muito Baixo,10-25
1,15.555580547054753,0.13666155440666328,1,Muito Baixo,10-25
2,30.753716320261812,0.09869053261629351,1,Baixo,25-50
3,42.82635531754724,0.06852825184227063,1,Baixo,25-50
4,47.568341788879934,0.05668087303742808,1,Baixo,25-50
5,17.900445843774992,0.1308031430458298,1,Muito Baixo,10-25
6,41.30679855073734,0.07232471240593796,1,Baixo,25-50
7,57.81205577303532,0.031087978440948127,1,Médio,50-75
8,40.249938231291374,0.07496517218455145,1,Baixo,25-50
9,43.83134483007001,0.06601738608553953,1,Baixo,25-50
10,42.24991012145743,0.06996844249646039,1,Baixo,25-50
11,28.293742790060257,0.10483653038291996,1,Baixo,25-50
12,38.93078721228335,0.07826093903615738,1,Baixo,25-50
13,49.89230518643648,0.050874682980605046,1,Baixo,25-50
14,34.455492344882664,0.08944201554871067,1,Baixo,25-50
15,21.702211623458755,0.12130481157831241,1,Muito Baixo,10-25
16,39.87307655411852,0.07590672338329207,1,Baixo,25-50
17,50.74514213143729,0.048743955192309674,1,Médio,50-75
18,45.93120393128526,0.060771098193473594,1,Baixo,25-50
19,56.89894695262211,0.03336928948029361,1,Médio,50-75
20,30.797103182227957,0.09858213488214268,1,Baixo,25-50
21,32.883186553880485,0.09337026427224937,1,Baixo,25-50
22,32.5382910252307,0.09423195124683537,1,Baixo,25-50
23,49.64117497667148,0.051502106686347804,1,Baixo,25-50
24,26.15680881860718,0.11017544612926244,1,Baixo,25-50
25,63.46999330498204,0.01695218754395933,1,Médio,50-75
26,48.71570828803083,0.05381429262316417,1,Baixo,25-50
27,22.07665877785981,0.1203692928231655,1,Muito Baixo,10-25
28,22.763340211812512,0.11865368795683534,1,Muito Baixo,10-25
29,38.242679547061186,0.07998010719863247,1,Baixo,25-50
30,35.291138293334434,0.08735423774548601,1,Baixo,25-50
31,19.803775641185467,0.12604786395830242,1,Muito Baixo,10-25
32,38.580188733185,0.0791368742619094,1,Baixo,25-50
33,52.45305818217038,0.04447689780143971,1,Médio,50-75
34,50.94581809836922,0.048242586364784845,1,Médio,50-75
35,18.83818555328258,0.12846029419418448,1,Muito Baixo,10-25
36,20.066834483319816,0.12539063775793896,1,Muito Baixo,10-25
37,32.72856777610968,0.09375656382026931,1,Baixo,25-50
38,31.274312555595483,0.09738987500335866,1,Baixo,25-50
39,44.3281115176713,0.06477626421367866,1,Baixo,25-50
40,23.510164481320423,0.11678782223262896,1,Muito Baixo,10-25
41,41.91338370245188,0.07080922008785562,1,Baixo,25-50
42,50.933749042219326,0.04827273969417312,1,Médio,50-75
43,20.45588069617943,0.12441864471573993,1,Muito Baixo,10-25
44,26.065213072782235,0.11040428893686227,1,Baixo,25-50
45,32.018890412718754,0.09552962171576163,1,Baixo,25-50
46,22.32521950421969,0.11974828871465637,1,Muito Baixo,10-25
47,27.149247960260016,0.10769593621859636,1,Baixo,25-50
48,42.48361086123312,0.06938456457782172,1,Baixo,25-50
49,46.85087911442584,0.05847338175376027,1,Baixo,25-50
50,47.72892241437817,0.05627967840929127,1,Baixo,25-50
51,42.2709295791834,0.06991592748414277,1,Baixo,25-50
52,31.11582830679816,0.09778583204403218,1,Baixo,25-50
53,20.048941091031104,0.12543534260849676,1,Muito Baixo,10-25
54,17.66957260414226,0.13137995673822767,1,Muito Baixo,10-25
55,32.16379150145138,0.09516760084163478,1,Baixo,25-50
56,45.99953147786429,0.06060038865391226,1,Baixo,25-50
57,52.966392250680045,0.04319438398579911,1,Médio,50-75
58,36.08699798993563,0.0853658619122476,1,Baixo,25-50
59,18.799167458901906,0.12855777699957954,1,Muito Baixo,10-25
60,37.85642485737907,0.0809451258994397,1,Baixo,25-50
61,47.43177799600666,0.057022064011923,1,Baixo,25-50
62,30.82562226863119,0.09851088279784642,1,Baixo,25-50
63,49.75717466950365,0.05121229305854935,1,Baixo,25-50
64,27.59266388368533,0.10658810589375733,1,Baixo,25-50
65,48.95834574974244,0.05320808719880854,1,Baixo,25-50
66,32.255385939242146,0.0949387613020275,1,Baixo,25-50
67,36.160416757382635,0.08518243246667923,1,Baixo,25-50
68,54.10629263770095,0.04034645690577354,1,Médio,50-75
69,43.20634136489358,0.06757889471721712,1,Baixo,25-50
70,16.646921420263944,0.13393494841394665,1,Muito Baixo,10-25
71,36.22128733689409,0.08503035341333265,1,Baixo,25-50
72,28.448195065381974,0.10445064682461197,1,Baixo,25-50
73,64.05855647336614,0.01548172134828818,1,Médio,50-75
74,67.28974396056613,0.0074089226632326755,1,Médio,50-75
75,24.46093447985757,0.11441241850740841,1,Muito Baixo,10-25
76,20.848504822966074,0.12343771261353287,1,Muito Baixo,10-25
77,24.320282418598044,0.1147638236114713,1,Muito Baixo,10-25
78,32.04185439064915,0.0954722485142453,1,Baixo,25-50
79,26.64640896373895,0.10895222914681252,1,Baixo,25-50
80,33.07362600165178,0.09289447036377424,1,Baixo,25-50
81,42.73022362809723,0.06876842725123666,1,Baixo,25-50
82,30.40786376408445,0.09955461062841503,1,Baixo,25-50
83,12.484622223731499,0.14433403655528265,1,Muito Baixo,10-25
84,10.137442519911081,0.15019823023072,1,Muito Baixo,10-25
85,72.21262128539772,-0.004890393842547747,-1,Médio,50-75
86,29.139281234091897,0.10272403716914563,1,Baixo,25-50
87,8.715305174789869,0.15375129811524918,1,Muito Baixo,0-10
88,53.429497938738,0.04203736075381215,1,Médio,50-75
89,22.11372511382382,0.12027668629091831,1,Muito Baixo,10-25
90,54.415039052900106,0.03957508487474504,1,Médio,50-75
91,44.13189380895515,0.06526649452906064,1,Baixo,25-50
92,34.19187590397783,0.09010063485381936,1,Baixo,25-50
93,48.58505746428129,0.05414071063584369,1,Baixo,25-50
94,40.67832949319436,0.07389487947344153,1,Baixo,25-50
95,41.55225265283898,0.07171146988734778,1,Baixo,25-50
96,51.08627381970884,0.04789167179636977,1,Médio,50-75
97,32.19855074133856,0.09508075835813101,1,Baixo,25-50
98,41.809070361457856,0.07106983653470256,1,Baixo,25-50
99,10.578325775717891,0.14909672752255482,1,Muito Baixo,10-25
100,34.78664133792687,0.08861467291811598,1,Baixo,25-50
101,54.623749583877355,0.039053642492740015,1,Médio,50-75
102,41.91819782122669,0.07079719249370675,1,Baixo,25-50
103,43.32735536856904,0.06727655333541416,1,Baixo,25-50
104,30.58357878121988,0.09911560423683463,1,Baixo,25-50
105,31.27037821490546,0.09739970455997671,1,Baixo,25-50
106,23.861309094482674,0.11591052254555417,1,Muito Baixo,10-25
107,57.048436295108026,0.03299580531317836,1,Médio,50-75
108,49.334854502739496,0.052267417745814226,1,Baixo,25-50
109,11.561312546543695,0.14664083341477402,1,Muito Baixo,10-25
110,46.61199560705627,0.05907020829874221,1,Baixo,25-50
111,15.50950756518505,0.13677666314267062,1,Muito Baixo,10-25
112,54.147784183778505,0.040242794428760775,1,Médio,50-75
113,62.82281543315126,0.018569096712309663,1,Médio,50-75
114,50.040230764936275,0.05050510572136835,1,Médio,50-75
115,26.280608458611674,0.10986614511376963,1,Baixo,25-50
116,45.64251123793771,0.06149236800665325,1,Baixo,25-50
117,46.08583502805695,0.06038476786766234,1,Baixo,25-50
118,37.44591241579013,0.0819707501666127,1,Baixo,25-50
119,21.203851827854546,0.12254991367114221,1,Muito Baixo,10-25
120,19.208216872109166,0.12753580796245512,1,Muito Baixo,10-25
121,43.011227010470485,0.06806636841227875,1,Baixo,25-50
122,39.76773290943897,0.07616991394082451,1,Baixo,25-50
123,27.556279213219383,0.10667900935295221,1,Baixo,25-50
124,20.969563247966533,0.12313526024949334,1,Muito Baixo,10-25
125,55.56679092443548,0.03669754804629621,1,Médio,50-75
126,25.09093548407525,0.11283842402439581,1,Baixo,25-50
127,34.59992884120806,0.08908115541223494,1,Baixo,25-50
128,23.640284017336892,0.1164627315891999,1,Muito Baixo,10-25
129,25.077858760630953,0.11287109490971092,1,Baixo,25-50
130,18.386045342433913,0.129589921278363,1,Muito Baixo,10-25
131,47.75944099426783,0.05620343079055079,1,Baixo,25-50
132,39.729217290896415,0.07626614136060628,1,Baixo,25-50
133,64.12610405913527,0.015312960462782188,1,Médio,50-75
134,7.2540776802372555,0.1574020288275092,1,Muito Baixo,0-10
135,17.577628347575526,0.13160967026505044,1,Muito Baixo,10-25
136,25.758992012225303,0.11116935162195657,1,Baixo,25-50
137,31.997259970490823,0.09558366321173378,1,Baixo,25-50
138,35.46943967143068,0.08690876958978755,1,Baixo,25-50
139,43.95771764321731,0.06570165625437263,1,Baixo,25-50
140,33.86750602308744,0.09091104055088794,1,Baixo,25-50
141,50.754930644372,0.048719499571996394,1,Médio,50-75
142,33.3608529551767,0.09217686255490709,1,Baixo,25-50
143,52.07121840968127,0.0454308862733136,1,Médio,50-75
144,41.11534335742277,0.07280304405303661,1,Baixo,25-50
145,25.184284648401476,0.11260520047608452,1,Baixo,25-50
146,68.14644237282943,0.005268547385287592,1,Médio,50-75
147,78.90582909148404,-0.021612703949845047,-1,Alto,75-85
148,20.32738674152879,0.12473967400675151,1,Muito Baixo,10-25
149,26.165795293682834,0.11015299432030323,1,Baixo,25-50
150,37.50110045900928,0.081832868361705,1,Baixo,25-50
151,59.30771203983841,0.027351230885514277,1,Médio,50-75
152,21.867964572361238,0.12089069441759526,1,Muito Baixo,10-25
153,49.68174871685441,0.05140073725554439,1,Baixo,25-50
154,29.303613949540605,0.10231346831963095,1,Baixo,25-50
155,42.786274467394676,0.06862838983664243,1,Baixo,25-50
156,42.367733380696656,0.0696740728704256,1,Baixo,25-50
157,51.27046411816151,0.047431490762295136,1,Médio,50-75
158,17.56195473871879,0.13164882920877313,1,Muito Baixo,10-25
159,14.836886253763845,0.13845714019944666,1,Muito Baixo,10-25
160,31.399787336251098,0.09707638881653202,1,Baixo,25-50
161,34.84130231092469,0.08847810794542754,1,Baixo,25-50
162,63.185261604566165,0.017663561212561518,1,Médio,50-75
163,17.673226904647073,0.1313708268339968,1,Muito Baixo,10-25
164,53.62747622395856,0.04154273181416401,1,Médio,50-75
165,58.31819523154935,0.02982343963862455,1,Médio,50-75
166,46.61678444327541,0.05905824387052938,1,Baixo,25-50
167,62.9645620376922,0.018214957001357557,1,Médio,50-75
168,27.684536243366598,0.10635857199411025,1,Baixo,25-50
169,12.25864426222195,0.144898619885019,1,Muito Baixo,10-25
170,37.1296415560666,0.08276092126953127,1,Baixo,25-50
171,43.77516046530405,0.06615775710015881,1,Baixo,25-50
172,29.978673432083905,0.1006268997362238,1,Baixo,25-50
173,20.564080464194653,0.12414831841978319,1,Muito Baixo,10-25
174,25.91805172060985,0.110771956853074,1,Baixo,25-50
175,33.13308627026696,0.09274591483111289,1,Baixo,25-50
176,62.16474848326163,0.020213211152834143,1,Médio,50-75
177,26.096834547537014,0.11032528584563617,1,Baixo,25-50
178,39.11783440819611,0.07779362032958603,1,Baixo,25-50
179,49.53334675404905,0.05177150471331049,1,Baixo,25-50
180,30.409463461494422,0.09955061394447179,1,Baixo,25-50
181,9.686348646020274,0.15132524314668605,1,Muito Baixo,0-10
182,31.024411256346646,0.09801422839911839,1,Baixo,25-50
183,57.33671154035789,0.03227557845230877,1,Médio,50-75
184,20.40797302937202,0.12453833722852015,1,Muito Baixo,10-25
185,22.633372195545142,0.11897840004332949,1,Muito Baixo,10-25
186,45.10589316006933,0.06283305459031752,1,Baixo,25-50
187,35.04238841446745,0.0879757144326111,1,Baixo,25-50
188,54.66419241731175,0.038952600119351755,1,Médio,50-75
189,17.678583466782786,0.13135744399937738,1,Muito Baixo,10-25
190,56.11096672070231,0.03533797925929627,1,Médio,50-75
191,26.568279461261092,0.10914742789258813,1,Baixo,25-50
192,29.11740049357277,0.10277870401035821,1,Baixo,25-50
193,71.57731712725509,-0.0033031499599872616,-1,Médio,50-75
194,23.424422969098462,0.11700203882323601,1,Muito Baixo,10-25
195,35.56021952734291,0.08668196520151206,1,Baixo,25-50
196,23.650330681915065,0.11643763100283122,1,Muito Baixo,10-25
197,24.037139455030214,0.1154712279799977,1,Muito Baixo,10-25
198,27.945395312737425,0.10570684170592864,1,Baixo,25-50
199,31.20213228614816,0.0975702101855756,1,Baixo,25-50
200,20.710486880478744,0.1237825366353637,1,Muito Baixo,10-25
201,22.162079566067405,0.12015587752942275,1,Muito Baixo,10-25
202,35.359105892844674,0.08718442749766653,1,Baixo,25-50
203,24.015577287561186,0.11552509889831503,1,Muito Baixo,10-25
204,25.99658643333112,0.11057574573004292,1,Baixo,25-50
205,24.10752092711004,0.11529538691304969,1,Muito Baixo,10-25
206,33.4235350028184,0.0920202577296585,1,Baixo,25-50
207,22.365525642608254,0.119647587860165,1,Muito Baixo,10-25
208,38.25279703969729,0.07995482965544676,1,Baixo,25-50
209,37.51076557625552,0.08180872103317471,1,Baixo,25-50
210,31.789696025436022,0.09610224096351733,1,Baixo,25-50
211,6.2633954641056375,0.15987714923552537,1,Muito Baixo,0-10
212,36.58958125063163,0.08411020791440627,1,Baixo,25-50
213,29.532736663506633,0.10174102814048674,1,Baixo,25-50
214,52.13697823031046,0.045266591940159695,1,Médio,50-75
215,19.970324858966965,0.1256317573994507,1,Muito Baixo,10-25
216,28.04479983137405,0.10545848946065745,1,Baixo,25-50
217,0.0,0.1755256162053051,1,,
218,70.25065693857755,1.1377800811951388e-05,1,Médio,50-75
219,28.75593946357357,0.10368177823283392,1,Baixo,25-50
220,15.894989074624261,0.13581357615535045,1,Muito Baixo,10-25
221,55.078149952540294,0.037918368630371346,1,Médio,50-75
222,14.890763210985604,0.13832253401174088,1,Muito Baixo,10-25
223,42.912870858003565,0.06831210141955468,1,Baixo,25-50
224,63.88080701294238,0.01592581059289644,1,Médio,50-75
225,31.635657029446826,0.09648709198475797,1,Baixo,25-50
226,34.34301650119757,0.08972302519194508,1,Baixo,25-50
227,36.877077100415576,0.08339192829513664,1,Baixo,25-50
228,5.2459870988841555,0.16241904225332787,1,Muito Baixo,0-10
229,54.30007031415334,0.03986232276689894,1,Médio,50-75
230,18.020249857645144,0.1305038247025066,1,Muito Baixo,10-25
231,53.062223526814606,0.04295495912944802,1,Médio,50-75
232,47.95637616625519,0.055711407964961546,1,Baixo,25-50
233,21.3353708542221,0.12222132654107759,1,Muito Baixo,10-25
234,28.633294858768117,0.10398819350843297,1,Baixo,25-50
235,35.51051473400511,0.08680614765514183,1,Baixo,25-50
236,42.27095093809921,0.0699158741210284,1,Baixo,25-50
237,42.03797591431117,0.07049793891087341,1,Baixo,25-50
238,50.12289388037307,0.05029858019716271,1,Médio,50-75
